Name,Category,Sub-Category,Price,Competitor Price,Color,Size,Stock,CARE,Texture,Finish,Feel,Quality,Notes,Important Note,Images,Project Images,Product URL
Red Cider,Leather Remnants,Red Cider,$82.50,,RED APPLE CIDER,APPROX 22 sq ft *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM,SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Red Cider is a beautiful, soft red leather that has been created through a unique distressing process.  The result is a stunning leather with a remarkable pattern and a light waxy feel, giving each piece an ageless appearance.  This premium full grain leather is offered as a partial hide at true wholesale prices!! This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase.  Some remnants may have deep fold lines that may impact use, please review images carefully.  The piece pictured is the piece you will receive.  Approx. Weight: 2.6–3.0 oz/sq ft.  Approx. Thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/3/03_2_16_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/red-cider-43.html
ATLANTIS,Leather Remnants,Atlantis,$82.50,,TEAL BLUE/GREEN,APPROX 22 SF *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM,SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Atlantis is an extraordinary teal leather with a remarkable color and an incredibly soft feel.  This leather has been through a unique distressing process that adds depth and character to every piece.  The result is a stunning, waxy soft leather with a timeless appeal and consistent natural grain.  This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase.  Some remnants may have deep fold lines that can impact use, please review images carefully.  The piece pictured is the piece you will receive.  LHS is proud to offer this premium full grain leather as a partial hide at true wholesale prices!!  Approx. Weight: 2.6–3.0 oz/sq ft.  Approx.  Thickness:1.0–1.2mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/a/t/atlantis_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/atlantis-53.html
ATLANTIS,Leather Remnants,Atlantis,$82.50,,TEAL BLUE/GREEN,APPROX 22 SF *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM,SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Atlantis is an extraordinary teal leather with a remarkable color and an incredibly soft feel.  This leather has been through a unique distressing process that adds depth and character to every piece.  The result is a stunning, waxy soft leather with a timeless appeal and consistent natural grain.  This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase.  Some remnants may have deep fold lines that can impact use, please review images carefully.  The piece pictured is the piece you will receive.  LHS is proud to offer this premium full grain leather as a partial hide at true wholesale prices!!  Approx. Weight: 2.6–3.0 oz/sq ft.  Approx.  Thickness:1.0–1.2mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/a/t/atlantis_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/atlantis-43.html
ATLANTIS,Leather Remnants,Atlantis,$75.00,,TEAL BLUE/GREEN,APPROX 20 SF *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM,SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Atlantis is an extraordinary teal leather with a remarkable color and an incredibly soft feel.  This leather has been through a unique distressing process that adds depth and character to every piece.  The result is a stunning, waxy soft leather with a timeless appeal and consistent natural grain.  This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase.  Some remnants may have deep fold lines that can impact use, please review images carefully.  The piece pictured is the piece you will receive.  LHS is proud to offer this premium full grain leather as a partial hide at true wholesale prices!!  Approx. Weight: 2.6–3.0 oz/sq ft.  Approx.  Thickness:1.0–1.2mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/a/t/atlantis_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/atlantis-39.html
Red Cider,Leather Remnants,Red Cider,$67.50,,RED APPLE CIDER,APPROX 18 sq ft *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM,SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Red Cider is a beautiful, soft red leather that has been created through a unique distressing process.  The result is a stunning leather with a remarkable pattern and a light waxy feel, giving each piece an ageless appearance.  This premium full grain leather is offered as a partial hide at true wholesale prices!! This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase.  Some remnants may have deep fold lines that may impact use, please review images carefully.  The piece pictured is the piece you will receive.  Approx. Weight: 2.6–3.0 oz/sq ft.  Approx. Thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/3/03_2_16_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/red-cider-62.html
RED LICORICE,Leather Remnants,Red Cider,$90.00,,RED APPLE CIDER,APPROX 24 sq ft *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM,SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Red Cider is a beautiful, soft red leather that has been created through a unique distressing process.  The result is a stunning leather with a remarkable pattern and a light waxy feel, giving each piece an ageless appearance.  This premium full grain leather is offered as a partial hide at true wholesale prices!! This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase.  Some remnants may have deep fold lines that may impact use, please review images carefully.  The piece pictured is the piece you will receive.  Approx. Weight: 2.6–3.0 oz/sq ft.  Approx. Thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/3/03_2_16_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/red-cider-26.html
ATLANTIS,Leather Remnants,Atlantis,$97.50,,TEAL BLUE/GREEN,APPROX 26 SF *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM,SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Atlantis is an extraordinary teal leather with a remarkable color and an incredibly soft feel.  This leather has been through a unique distressing process that adds depth and character to every piece.  The result is a stunning, waxy soft leather with a timeless appeal and consistent natural grain.  This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase.  Some remnants may have deep fold lines that can impact use, please review images carefully.  The piece pictured is the piece you will receive.  LHS is proud to offer this premium full grain leather as a partial hide at true wholesale prices!!  Approx. Weight: 2.6–3.0 oz/sq ft.  Approx.  Thickness:1.0–1.2mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/a/t/atlantis_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/atlantis-42.html
Blue Shadow,Leather Remnants,Blue Shadow,$82.50,,ICEBURG SOFT BLUE/GREY,APPROX.22 sq/ft *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,BUTTERY SOFT,PREMIUM FULL GRAIN,"Blue Shadow is a gorgeous, light blue/grey leather with a buttery soft feel. The leather is created from a unique distressing process that adds depth and character to every piece. The result is a stunning, waxy soft leather with a timeless appeal. This premium full grain leather is offered as a partial hide at true wholesale prices!! This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase or contact us if multiple matching pieces are required. Some remnants may have deep fold lines that can impact use, please review images carefully. The piece pictured is the piece you will receive. Approx. Weight: 2.6–3.0 oz/sq ft. Approx. Thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/a/1a_2_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/blue-shadow-15.html
ATLANTIS,Leather Remnants,Atlantis,$56.25,,TEAL BLUE/GREEN,APPROX 15 SF *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM,SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Atlantis is an extraordinary teal leather with a remarkable color and an incredibly soft feel.  This leather has been through a unique distressing process that adds depth and character to every piece.  The result is a stunning, waxy soft leather with a timeless appeal and consistent natural grain.  This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase.  Some remnants may have deep fold lines that can impact use, please review images carefully.  The piece pictured is the piece you will receive.  LHS is proud to offer this premium full grain leather as a partial hide at true wholesale prices!!  Approx. Weight: 2.6–3.0 oz/sq ft.  Approx.  Thickness:1.0–1.2mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/a/t/atlantis_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/atlantis-37.html
BLUE SHADOW,Leather Remnants,Blue Shadow,$67.50,,ICEBURG SOFT BLUE/GREY,APPROX 18 sq ft *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,BUTTERY SOFT,PREMIUM FULL GRAIN,"Blue Shadow is a gorgeous, light blue/grey leather with a buttery soft feel. The leather is created from a unique distressing process that adds depth and character to every piece. The result is a stunning, waxy soft leather with a timeless appeal. This premium full grain leather is offered as a partial hide at true wholesale prices!! This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase or contact us if multiple matching pieces are required. Some remnants may have deep fold lines that can impact use, please review images carefully. The piece pictured is the piece you will receive. Approx. Weight: 2.6–3.0 oz/sq ft. Approx. Thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/a/1a_2_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/blue-shadow-17.html
Blue Shadow,Leather Remnants,Blue Shadow,$71.25,,ICEBURG SOFT BLUE/GREY,APPROX.19 sq/ft *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,BUTTERY SOFT,PREMIUM FULL GRAIN,"Blue Shadow is a gorgeous, light blue/grey leather with a buttery soft feel. The leather is created from a unique distressing process that adds depth and character to every piece. The result is a stunning, waxy soft leather with a timeless appeal. This premium full grain leather is offered as a partial hide at true wholesale prices!! This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase or contact us if multiple matching pieces are required. Some remnants may have deep fold lines that can impact use, please review images carefully. The piece pictured is the piece you will receive. Approx. Weight: 2.6–3.0 oz/sq ft. Approx. Thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/a/1a_2_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/blue-shadow-14.html
ATLANTIS,Leather Remnants,Atlantis,$60.00,,TEAL BLUE/GREEN,APPROX 16 SF *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM,SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Atlantis is an extraordinary teal leather with a remarkable color and an incredibly soft feel.  This leather has been through a unique distressing process that adds depth and character to every piece.  The result is a stunning, waxy soft leather with a timeless appeal and consistent natural grain.  This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase.  Some remnants may have deep fold lines that can impact use, please review images carefully.  The piece pictured is the piece you will receive.  LHS is proud to offer this premium full grain leather as a partial hide at true wholesale prices!!  Approx. Weight: 2.6–3.0 oz/sq ft.  Approx.  Thickness:1.0–1.2mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/a/t/atlantis_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/atlantis-51.html
Red Cider,Leather Remnants,Red Cider,$67.50,,RED APPLE CIDER,APPROX 18 sq ft *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM,SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Red Cider is a beautiful, soft red leather that has been created through a unique distressing process.  The result is a stunning leather with a remarkable pattern and a light waxy feel, giving each piece an ageless appearance.  This premium full grain leather is offered as a partial hide at true wholesale prices!! This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase.  Some remnants may have deep fold lines that may impact use, please review images carefully.  The piece pictured is the piece you will receive.  Approx. Weight: 2.6–3.0 oz/sq ft.  Approx. Thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/3/03_2_16_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/red-cider-39.html
Blue Shadow,Leather Remnants,Blue Shadow,$90.00,,ICEBURG SOFT BLUE/GREY,APPROX.24 sq/ft *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,BUTTERY SOFT,PREMIUM FULL GRAIN,"Blue Shadow is a gorgeous, light blue/grey leather with a buttery soft feel. The leather is created from a unique distressing process that adds depth and character to every piece. The result is a stunning, waxy soft leather with a timeless appeal. This premium full grain leather is offered as a partial hide at true wholesale prices!! This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase or contact us if multiple matching pieces are required. Some remnants may have deep fold lines that can impact use, please review images carefully. The piece pictured is the piece you will receive. Approx. Weight: 2.6–3.0 oz/sq ft. Approx. Thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/a/1a_1_1_1_1.jpg,,https://www.leatherhidestore.com/blue-shadow-4.html
Blue Shadow,Leather Remnants,Blue Shadow,$67.50,,ICEBURG SOFT BLUE/GREY,APPROX.18 sq/ft *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,BUTTERY SOFT,PREMIUM FULL GRAIN,"Blue Shadow is a gorgeous, light blue/grey leather with a buttery soft feel. The leather is created from a unique distressing process that adds depth and character to every piece. The result is a stunning, waxy soft leather with a timeless appeal. This premium full grain leather is offered as a partial hide at true wholesale prices!! This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase or contact us if multiple matching pieces are required. Some remnants may have deep fold lines that can impact use, please review images carefully. The piece pictured is the piece you will receive. Approx. Weight: 2.6–3.0 oz/sq ft. Approx. Thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/a/1a_2_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/blue-shadow-11.html
Blue Shadow,Leather Remnants,Blue Shadow,$120.00,,ICEBURG SOFT BLUE/GREY,APPROX.32 sq/ft *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,BUTTERY SOFT,PREMIUM FULL GRAIN,"Blue Shadow is a gorgeous, light blue/grey leather with a buttery soft feel. The leather is created from a unique distressing process that adds depth and character to every piece. The result is a stunning, waxy soft leather with a timeless appeal. This premium full grain leather is offered as a partial hide at true wholesale prices!! This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase or contact us if multiple matching pieces are required. Some remnants may have deep fold lines that can impact use, please review images carefully. The piece pictured is the piece you will receive. Approx. Weight: 2.6–3.0 oz/sq ft. Approx. Thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/a/1a_2_1.jpg,,https://www.leatherhidestore.com/blue-shadow-6.html
Blue Shadow,Leather Remnants,Blue Shadow,$60.00,,ICEBURG SOFT BLUE/GREY,APPROX.16 sq/ft *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,BUTTERY SOFT,PREMIUM FULL GRAIN,"Blue Shadow is a gorgeous, light blue/grey leather with a buttery soft feel. The leather is created from a unique distressing process that adds depth and character to every piece. The result is a stunning, waxy soft leather with a timeless appeal. This premium full grain leather is offered as a partial hide at true wholesale prices!! This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase or contact us if multiple matching pieces are required. Some remnants may have deep fold lines that can impact use, please review images carefully. The piece pictured is the piece you will receive. Approx. Weight: 2.6–3.0 oz/sq ft. Approx. Thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/a/1a_1.jpg,,https://www.leatherhidestore.com/blue-shadow-1.html
Blue Shadow,Leather Remnants,Blue Shadow,$127.50,,ICEBURG SOFT BLUE/GREY,APPROX.34 sq/ft *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,BUTTERY SOFT,PREMIUM FULL GRAIN,"Blue Shadow is a gorgeous, light blue/grey leather with a buttery soft feel. The leather is created from a unique distressing process that adds depth and character to every piece. The result is a stunning, waxy soft leather with a timeless appeal. This premium full grain leather is offered as a partial hide at true wholesale prices!! This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase or contact us if multiple matching pieces are required. Some remnants may have deep fold lines that can impact use, please review images carefully. The piece pictured is the piece you will receive. Approx. Weight: 2.6–3.0 oz/sq ft. Approx. Thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/a/1a_2_1_1_1_1.jpg,,https://www.leatherhidestore.com/blue-shadow-9.html
BLUE SHADOW,Leather Remnants,Blue Shadow,$78.75,,ICEBURG SOFT BLUE/GREY,APPROX 21 sq ft *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,BUTTERY SOFT,PREMIUM FULL GRAIN,"Blue Shadow is a gorgeous, light blue/grey leather with a buttery soft feel. The leather is created from a unique distressing process that adds depth and character to every piece. The result is a stunning, waxy soft leather with a timeless appeal. This premium full grain leather is offered as a partial hide at true wholesale prices!! This is a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for single purchase or contact us if multiple matching pieces are required. Some remnants may have deep fold lines that can impact use, please review images carefully. The piece pictured is the piece you will receive. Approx. Weight: 2.6–3.0 oz/sq ft. Approx. Thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/a/1a_2_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/blue-shadow-16.html
CARBON GREY DISTRESS,Leather Remnants,Carbon Grey Distress,$75.00,,DARK GREY WITH LIGHT UNDERTONES,"APPROX 20 SF (Table is 5 ft wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Carbon Grey Distress is a beautiful leather with light and dark undertones. These partial hides are part of a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for smaller projects.  Some remnants may have deep fold lines that could impact yield, please review images carefully. The piece pictured is the piece you will receive.  Please contact our sales team with any questions. Approx weight: 2.6–3.0  oz/sq ft.  Approx thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/a/-/a-2_3_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/carbon-grey-distress-28.html
CARBON GREY DISTRESS,Leather Remnants,Carbon Grey Distress,$82.50,,DARK GREY WITH LIGHT UNDERTONES,"APPROX 22 SF (Table is 5 ft wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Carbon Grey Distress is a beautiful leather with light and dark undertones. These partial hides are part of a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for smaller projects.  Some remnants may have deep fold lines that could impact yield, please review images carefully. The piece pictured is the piece you will receive.  Please contact our sales team with any questions. Approx weight: 2.6–3.0  oz/sq ft.  Approx thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/a/-/a-2_3_1_1_1_2_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/carbon-grey-distress-9.html
