Name,Category,Sub-Category,Price,Competitor Price,Color,Size,Stock,CARE,Texture,Finish,Feel,Quality,Notes,Important Note,Images,Project Images,Product URL
MONTANA SAMPLE PACK,Upholstery Collections,"Montana -   Authentic, one a of kind rustic leathers",$2.50,,3 MONTANA SAMPLES,SAMPLES ARE 3 INCH x 5 INCH,STOCK ITEM,STANDARD,,,,,Sample pack contains 3 Montana samples and ring. Samples are 3 inch x 5 inch.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/m/o/montana_sample_pack.jpg,,https://www.leatherhidestore.com/montana-sample-pack.html
PRALINE,Upholstery Collections,Urban Underground  Additional unique colors of this rich & lux heavyweight classic!,$168.00,$246.25,MEDIUM GOLDEN YELLOW,APPROX. 35 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Praline combines rich color, supple soft feel, and a premium top grain cowhide into a leather that exudes luxury. Praline is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Praline is also wear-resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/u/l/ul_34_amarilloa_sand_c3_1.jpg,,https://www.leatherhidestore.com/ul-34a-praline-sand-leather.html
GUN METAL,Upholstery Collections,Urban Underground  Additional unique colors of this rich & lux heavyweight classic!,$326.60,$479.25,GUN METAL GREY,APPROX. 71 sq ft!,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Gun Metal combines rich color, supple soft feel and a premium full-grain cowhide into a leather that exudes luxury. Gun Metal is a heavyweight upholstery leather that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Gun Metal is also wear-resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/2842029d2682fb6c00a18455e48dc87c/m/a/maxima_grey2.0.jpg,https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg,https://www.leatherhidestore.com/gun-metal-grey-leather-upholstery-hide.html
MONTANA BUCKSKIN,Upholstery Collections,"Montana -   Authentic, one a of kind rustic leathers",$213.75,$315.00,SADDLE BROWN WITH GOLDEN BROWN HIGHLIGHTS,APPROX. 45 sq ft *Photo table 5 ft wide,STOCK ITEM,STANDARD,NATURAL DISTRESSED,MATTE,VERY SOFT,PREMIUM FULL GRAIN,"Montana Buckskin (cowhide) is stunning hand finished leather. Montana begins with warm buckskin tones then is distressed to add weathered golden brown highlights creating a truly authentic rustic look. The hand (feel) of Montana is also exceptionally soft. Natural markings like brands, healed scratches and scars are desired in this leather - making every hide one of a kind! Proudly produced in the USA! Approx Weight 2.6 - 2.8 oz/sq.ft. Approx Thickness: 1.0 -1.1 mm .","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/b/u/buckskin_1_1.jpg,"https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg",https://www.leatherhidestore.com/montana-buckskin-leather-hides-uphostery.html
Sesame,Upholstery Collections,Urban Underground  Additional unique colors of this rich & lux heavyweight classic!,$117.40,$172.00,RICH GOLDEN TAN,APPROX. 24 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Sesame combines rich color, supple soft feel, and a premium top grain cowhide into a leather that exudes luxury. Sesame is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Sesame is also wear-resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/u/l/ul_38_mushroom_c2_1.jpg,,https://www.leatherhidestore.com/38a-sesame-leather-hide.html
TEAL,Upholstery Collections,Urban Underground  Additional unique colors of this rich & lux heavyweight classic!,$117.40,$190.00,RICH TEAL,APPROX. 24 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Teal combines rich color, supple soft feel and a premium top grain cowhide into a leather that exudes luxury. Teal is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Teal is also wear resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/u/l/ul_14_teal_whole_c2_1.jpg,,https://www.leatherhidestore.com/teal-leather-hide.html
BLUE HORIZON,Upholstery Collections,Urban Underground  Additional unique colors of this rich & lux heavyweight classic!,$154.20,$219.25,SOFT BLUE,APPROX. 32 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Blue Horizon combines rich color, supple soft feel, and a premium top grain cowhide into a leather that exudes luxury. Blue Horizon is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Blue Horizon is also wear-resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/u/l/ul_29_newport_blue_c1_1.jpg,,https://www.leatherhidestore.com/ul-29a-blue-horizon-leather-hide.html
GOLD DIGGER,Upholstery Collections,"Diablo - A distinctive, distressed look for those who want something more!",$262.35,$397.50,RICH GOLDEN BROWN WITH LIGHT GOLDEN MULTITONE HIGHLIGHTS,APPROX 53 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL DISTRESS GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Diablo Gold Digger boasts a truly unique frontier look. Gold Digger exhibits a range of dark and light golden brown tones creating a beautiful distressed finish. The Diablo Collection is full grain, aniline dyed leathers made on US Steer. Natural markings such as brands, healed scratches, and bites will be present, most blending seamlessly into the natural distressing of the leather, simply adding to its timeless appeal.  Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/g/o/gold_digger_c2.jpg,https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg,https://www.leatherhidestore.com/db-4-gold-digger.html
POPPY,Upholstery Collections,Urban Underground  Additional unique colors of this rich & lux heavyweight classic!,$163.00,$212.50,POPPY RED,APPROX. 34 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Poppy combines rich color, supple soft feel, and a premium top grain cowhide into a leather that exudes luxury. Poppy is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Poppy is also wear-resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/u/l/ul_21_el_paso_poppy_c2_1.jpg,,https://www.leatherhidestore.com/ul-21a-poppy.html
MONTANA IRON HORSE,Upholstery Collections,"Montana -   Authentic, one a of kind rustic leathers",$270.75,$399.00,MULITI TONE DARK AND MEDIUM GREYS WITH WEATHERED WHITE UNDERTONE,APPROX. 57 sq ft *Photo table 5 ft wide,STOCK ITEM,STANDARD,NATURAL DISTRESSED,MATTE,VERY SOFT,PREMIUM FULL GRAIN,"Montana Iron Horse (cowhide) is stunning hand finished leather. Montana begins with dark and medium grey tones and is then distressed to add weathered white highlights creating a truly authentic, rustic look. The hand (feel) of Montana is also exceptionally soft. Natural markings like brands, healed scratches and scars are desired in this leather - making every hide one of a kind! Proudly produced in the USA! Approx Weight 2.6 - 3.0 oz/sq.ft. Approx Thickness: 1.0 -1.2 mm
.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/i/r/ironhorse_close3.1.jpg,"https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg",https://www.leatherhidestore.com/montana-iron-horse-leather-uphostery-hide.html
TOMBSTONE,Upholstery Collections,"Diablo - A distinctive, distressed look for those who want something more!",$247.50,$420.00,AGED GRANITE GREY WITH LIGHT AND DARK UNDERTONES,APPROX 50 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL DISTRESS GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Diablo Tombstone boasts a truly unique frontier look. Tombstone exhibits a range of dark and light grey tones creating a beautiful distressed finish.  The Diablo Collection is full grain, aniline dyed leathers made on US Steer. Natural markings such as brands, healed scratches, and bites will be present, most blending seamlessly into the natural distressing of the leather, simply adding to its timeless appeal.  Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/r/e/revenant_tombstone_c1_1.jpg,,https://www.leatherhidestore.com/db-5-tombstone.html
BIG SKY,Upholstery Collections,Urban Underground  Additional unique colors of this rich & lux heavyweight classic!,$177.20,$259.75,SOFT PERIWINKLE,APPROX. 37 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Big Sky combines rich color, supple soft feel, and a premium top grain cowhide into a leather that exudes luxury. Big Sky is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Big Sky is also wear-resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/u/l/ul_33_missoula_big_sky_c1_1.jpg,,https://www.leatherhidestore.com/ul-33a-bigsky-leather-hide.html
JUNIPER,Upholstery Collections,"Euro Smooth - Luxe & Durable, Bold Color & Smooth Finish !",$278.25,$416.00,MEDIUM FOREST GREEN,APPROX 53 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/l/i/lichen_c7.jpg,,https://www.leatherhidestore.com/eo-6%20lichen.html
DARK WOODS,Upholstery Collections,"Diablo - A distinctive, distressed look for those who want something more!",$282.15,$442.50,RICH DARK BROWN WITH GOLDEN BROWN MULTITONE HIGHLIGHTS,APPROX 57 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL DISTRESS GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Diablo Dark Woods boasts a truly unique frontier look. Dark Woods exhibits a  range of dark and light brown tones creating a beautiful distressed finish.  The Diablo Collection is full-grain, aniline-dyed leathers made on US Steer. Natural markings such as brands, healed scratches, and bites will be present, most blending seamlessly into the natural distressing of the leather, simply adding to its timeless appeal.  Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness of 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/r/e/revenant_dark_woods_c2.jpg,,https://www.leatherhidestore.com/d2-dark-woods.html
ROGUE,Upholstery Collections,"Diablo - A distinctive, distressed look for those who want something more!",$277.20,$420.00,RICH BROWN WITH GOLDEN MULTITONE HIGHLIGHTS,APPROX 56 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL DISTRESS GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Diablo Rogue boasts a truly unique frontier look. Rogue exhibits a  range of dark and light brown tones creating a beautiful distressed finish.  The Diablo Collection is full grain, aniline dyed leathers made on US Steer. Natural markings such as brands, healed scratches, and bites will be present, most blending seamlessly into the natural distressing of the leather, simply adding to its timeless appeal.  Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/r/e/revenant_rouge_c1_1.jpg,,https://www.leatherhidestore.com/db-3rougue.html
GUN METAL,Upholstery Collections,Urban Underground  Additional unique colors of this rich & lux heavyweight classic!,$154.20,$226.00,GUN METAL GREY,APPROX. 32 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Gun Metal combines rich color, supple soft feel, and a premium full-grain cowhide into a leather that exudes luxury. Gun Metal is a heavyweight upholstery leather that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Gun Metal is also wear-resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/2842029d2682fb6c00a18455e48dc87c/m/a/maxima_grey2.0_1.jpg,,https://www.leatherhidestore.com/gun-metal-grey-leather-upholstery-hide-1.html
LINEN,Upholstery Collections,"Euro Smooth - Luxe & Durable, Bold Color & Smooth Finish !",$220.50,$336.00,SOFT LINEN,APPROX 42 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/e/u/euro_smooth_ivory_c4.jpg,"https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg",https://www.leatherhidestore.com/eo-1-ivory.html
TEAL,Upholstery Collections,"Euro Smooth - Luxe & Durable, Bold Color & Smooth Finish !",$341.25,$480.00,RICH TEAL,APPROX 65 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/e/u/euro_smooth_aquamarine_c5.jpg,https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg,https://www.leatherhidestore.com/eo-5%20aquamarine.html
GOLD DIGGER,Upholstery Collections,"Diablo - A distinctive, distressed look for those who want something more!",$145.60,$220.00,RICH GOLDEN BROWN WITH LIGHT GOLDEN MULTITONE HIGHLIGHTS,APPROX 28 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL DISTRESS GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Diablo Gold Digger boasts a truly unique frontier look. Gold Digger exhibits a range of dark and light golden brown tones creating a beautiful distressed finish. The Diablo Collection is full grain, aniline dyed leathers made on US Steer. Natural markings such as brands, healed scratches, and bites will be present, most blending seamlessly into the natural distressing of the leather, simply adding to its timeless appeal.  Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/g/o/gold_digger_c2_1.jpg,,https://www.leatherhidestore.com/db-4-gold-digger-1.html
ALPINE BLUE,Upholstery Collections,"Euro Smooth - Luxe & Durable, Bold Color & Smooth Finish !",$288.75,$440.00,SOFT LIGHT BLUE,APPROX 55 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/48e83ae09e213d2ccfe5be22579bd95b/e/u/euro_smooth_waterfall_c2.jpg,https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg,https://www.leatherhidestore.com/eo-4-alpine-blue.html
BISCOTTI,Upholstery Collections,"Euro Smooth - Luxe & Durable, Bold Color & Smooth Finish !",$257.25,$392.00,RICH TAN,APPROX 49 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/8a3a920a9ce2a9a5d9571e7c5b20c34f/s/a/sand_c5_1_1.jpg,,https://www.leatherhidestore.com/eo-11%20sand.html
QUARTZ,Upholstery Collections,"Euro Smooth - Luxe & Durable, Bold Color & Smooth Finish !",$262.50,$400.00,SOFT WHITE,APPROX 50 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/e/u/euro_smooth_arctic_c4.jpg,,https://www.leatherhidestore.com/eo-2-arctic.html
DARK WOODS,Upholstery Collections,"Diablo - A distinctive, distressed look for those who want something more!",$130.75,$197.50,RICH DARK BROWN WITH GOLDEN BROWN MULTITONE HIGHLIGHTS,APPROX 25 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL DISTRESS GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Diablo Dark Woods boasts a truly unique frontier look. Dark Woods exhibits a range of dark and light brown tones creating a beautiful distressed finish.  The Diablo Collection is full-grain, aniline-dyed leathers made on US Steer. Natural markings such as brands, healed scratches, and bites will be present, most blending seamlessly into the natural distressing of the leather, simply adding to its timeless appeal.  Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness of 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/r/e/revenant_dark_woods_c2_1.jpg,,https://www.leatherhidestore.com/d2-dark-woods-1.html
MONTANA BUCKSKIN,Upholstery Collections,"Montana -   Authentic, one a of kind rustic leathers",$130.50,$192.00,SADDLE BROWN WITH GOLDEN BROWN UNDERTONES,APPROX. 26 sq ft * This is a 1/2 hide **Photo table 5 ft wide,STOCK ITEM,STANDARD,NATURAL DISTRESSED,MATTE,VERY SOFT,PREMIUM FULL GRAIN,"Montana Buckskin (cowhide) is stunning hand finished leather. Montana begins with warm buckskin tones then is distressed to add weathered golden brown highlights creating a truly authentic rustic look. The hand (feel) of Montana is also exceptionally soft. Natural markings like brands, healed scratches and scars are desired in this leather - making every hide one of a kind! Proudly produced in the USA! Approx Weight 2.6 - 3.0 oz/sq.ft. Approx Thickness: 1.0 -1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/b/u/buckskin_1_1_1.jpg,,https://www.leatherhidestore.com/montana-buckskin-leather-hide-uphostery.html
ORCHID,Upholstery Collections,"Euro Smooth - Luxe & Durable, Bold Color & Smooth Finish !",$278.25,$512.00,DARK ORCHID,APPROX 53 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/e/u/euro_smooth_orchid_c2_2.jpg,,https://www.leatherhidestore.com/eo-14%20orchid.html
